OrphaCode,Name,FunctionalConsequence,LossOfAbility,DisabilityType,Defined
1177,Early-onset cerebellar ataxia with retained tendon reflexes,['NA'],['NA'],['NA'],['NA']
93946,Hamel cerebro-palato-cardiac syndrome,['NA'],['NA'],['NA'],['NA']
2116,Hartnup disease,"['Learning', 'Cognitive abilities', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Food', 'Light intensity']","['n', 'n', 'n', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor']","['y', 'y', 'y', 'n', 'n']"
93311,Multiple epiphyseal dysplasia type 5,"['Walking short distances', 'Walking short distances', 'Walking short distances', 'Moving around within the home', 'Moving around within the home', 'Moving around within the home', 'Shopping', 'Shopping', 'Shopping', 'Engaging in paid work in a standard environment', 'Performing professional tasks']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n']"
2138,"46,XX ovotesticular difference of sex development","['Engaging in and maintaining intimate relationships', 'Engaging in sexual relationships']","['n', 'n']","['Disability', 'Disability']","['y', 'y']"
243,"46,XX gonadal dysgenesis","['Engaging in and maintaining intimate relationships', 'Engaging in sexual relationships', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)""]","['n', 'n', 'n']","['Disability', 'Disability', 'Disability']","['y', 'y', 'y']"
393,"46,XX testicular difference of sex development","['Engaging in sexual relationships', 'Engaging in and maintaining intimate relationships']","['n', 'n']","['Disability', 'Disability']","['y', 'y']"
752,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency","['Engaging in sexual relationships', 'Engaging in sexual relationships', 'Socializing', 'Handling emotions and mood', 'Regulating urination', 'Engaging in and maintaining intimate relationships', 'Engaging in and maintaining intimate relationships', 'Handling emotions and mood']","['n', 'n', 'n', 'n', 'y', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'n', 'y', 'y', 'y']"
98086,"46,XY difference of sex development due to a defect in testosterone metabolism by peripheral tissue","['Engaging in sexual relationships', 'Engaging in sexual relationships', 'Socializing', 'Handling emotions and mood', 'Engaging in and maintaining intimate relationships', 'Engaging in and maintaining intimate relationships', 'Regulating urination', 'Handling emotions and mood']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
753,"46,XY difference of sex development due to 5-alpha-reductase 2 deficiency","['Engaging in sexual relationships', 'Engaging in sexual relationships', 'Socializing', 'Handling emotions and mood', 'Engaging in and maintaining intimate relationships', 'Engaging in and maintaining intimate relationships', 'Regulating urination', 'Handling emotions and mood']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
137686,Asherman syndrome,['NA'],['NA'],['NA'],['NA']
85175,Astley-Kendall dysplasia,['NA'],['NA'],['NA'],['NA']
1163,Aspergillosis,"['Lifting and carrying objects', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Dressing/undressing', 'Moving around within the home', 'Driving', 'Cooking/preparing meals', 'Looking after/helping others', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Undertaking a complex/multiple task', 'Taking part in community life', 'Practicing sports', 'Travelling', 'Walking short distances', 'Walking long distances', 'Eating', 'Moving around outside the home', 'Doing housework', 'Performing professional tasks', 'Undertaking a simple task', 'Carrying out daily routines', 'Socializing', 'Participating in the arts and cultural activities', 'Walking short distances', 'Walking long distances', 'Moving around within the home', 'Moving around outside the home', 'Driving', 'Shopping', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Engaging in paid work in a standard environment', 'Performing professional tasks', 'Seeking employment', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Socializing', 'Participating in the arts and cultural activities', 'Travelling', 'Air quality', 'Practicing sports', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Practicing sports']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'y', 'y']"
93,Aspartylglucosaminuria,"['Participating in a conversation', 'Using communication devices', 'Standing', 'Standing', 'Sitting', 'Bending', 'Transferring oneself', 'Reaching and catching objects', 'Acquiring language', 'Learning to read', 'Learning to write', 'Learning to calculate', 'Reading', 'Writing', 'Calculating', 'Focusing attention', 'Memorizing and retrieving', 'Thinking and reasoning', 'Making decisions/taking initiatives/finding solutions', 'Being aware of time', 'Being aware of space', 'Receiving spoken messages', 'Receiving nonverbal messages', 'Receiving written messages', 'Speaking', 'Producing nonverbal messages', 'Writing messages', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Caring for body parts (skin, teeth, nails, hair, genitals)', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)"", 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', ""Handling stress, responsabilities, emergencies and ensuring one's safety"", ""Controlling one's own general behaviour"", 'Moving around outside the home', 'Using transportation', 'Driving', 'Driving', 'Interacting with other people', 'Making/keeping friends', 'Dealing with strangers', 'Engaging in and maintaining intimate relationships', 'Engaging in sexual relationships', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Attending mainstream school', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Accessing higher education', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Performing professional tasks', ""Handling money/managing one's own budget"", 'Carrying out administrative procedures', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Playing with others', 'Socializing', 'Practicing sports', 'Practicing sports', 'Travelling', 'Travelling', 'Food', 'Day/night cycles']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n']"
319213,Lujo hemorrhagic fever,['NA'],['NA'],['NA'],['NA']
91546,Lyme disease,"['Standing', 'Lifting and carrying objects', 'Walking short distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Moving around outside the home', 'Driving', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Attending preschool', 'Attending mainstream school', 'Performing professional tasks', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Playing with others', 'Participating in the arts and cultural activities', 'Travelling', 'Day/night cycles', 'Staying asleep', 'Getting good quality sleep', 'Using transportation', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Engaging in paid work in a standard environment', 'Practicing sports']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
538,Lymphangioleiomyomatosis,"['Walking short distances', 'Walking short distances', 'Walking short distances', 'Walking long distances', 'Walking long distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Dressing/undressing', ""Handling stress, responsabilities, emergencies and ensuring one's safety"", 'Moving around within the home', 'Moving around outside the home', 'Moving around outside the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Engaging in sexual relationships', 'Engaging in sexual relationships', 'Shopping', 'Shopping', 'Shopping', 'Shopping', 'Cooking/preparing meals', 'Cooking/preparing meals', 'Cooking/preparing meals', 'Doing housework', 'Doing housework', 'Doing housework', 'Doing housework', 'Looking after/helping others', 'Looking after/helping others', 'Looking after/helping others', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment', 'Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment', 'Accessing higher education', 'Accessing higher education', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a standard environment', 'Seeking employment', 'Seeking employment', 'Performing professional tasks', 'Performing professional tasks', 'Performing professional tasks', 'Undertaking a complex/multiple task', 'Taking part in community life', 'Taking part in community life', 'Socializing', 'Socializing', 'Practicing sports', 'Practicing sports', 'Practicing sports', 'Participating in the arts and cultural activities', 'Participating in the arts and cultural activities', 'Participating in the arts and cultural activities', 'Travelling', 'Travelling', 'Travelling', 'Travelling', 'Food', 'Temperature', 'Humidity', 'Seasonal cycles', 'Air quality']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n']"
98845,"Classic Hodgkin lymphoma, lymphocyte-rich type","['Memorizing and retrieving', 'Thinking and reasoning', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Getting good quality sleep', 'Staying awake']","['n', 'n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y']"
98846,"Classic Hodgkin lymphoma, lymphocyte-depleted type","['Memorizing and retrieving', 'Thinking and reasoning', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Getting good quality sleep', 'Staying awake']","['n', 'n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y']"
